NACE,Industrial Ecosystem,Horizontal code or not,NACE (Level 2),TIME_PERIOD,geo,Value added weight,Industrial Ecosystem&NACE&Horizontal code or not,Horizontal NACE code,Turnover weight,Persons employed weight,Employees in FTEs weight,Amount of Enterprises weight
C31,Construction,TRUE,C31,2008,BG,0.003351508,ConstructionC25TRUE,C25,0.003351508,0.003351508,0.003351508,0.003351508
F41,Construction,TRUE,F41,2009,BG,0.100825343,ConstructionC25TRUE,C25,0.100825343,0.100825343,0.100825343,0.100825343
F42,Construction,TRUE,F42,2009,BG,0.053331273,ConstructionC25TRUE,C25,0.053331273,0.053331273,0.053331273,0.053331273
F43,Construction,TRUE,F43,2009,BG,0.220314112,ConstructionC25TRUE,C25,0.220314112,0.220314112,0.220314112,0.220314112
M71,Construction,TRUE,M71,2009,BG,0.002095656,ConstructionC25TRUE,C25,0.002095656,0.002095656,0.002095656,0.002095656
N81,Construction,TRUE,N81,2009,BG,0.002387202,ConstructionC25TRUE,C25,0.002387202,0.002387202,0.002387202,0.002387202
C31,Construction,TRUE,C31,2009,BG,0.003354497,ConstructionC25TRUE,C25,0.003354497,0.003354497,0.003354497,0.003354497
F41,Construction,TRUE,F41,2010,BG,0.115606458,ConstructionC25TRUE,C25,0.115606458,0.115606458,0.115606458,0.115606458
F42,Construction,TRUE,F42,2010,BG,0.054457943,ConstructionC25TRUE,C25,0.054457943,0.054457943,0.054457943,0.054457943
F43,Construction,TRUE,F43,2010,BG,0.219306161,ConstructionC25TRUE,C25,0.219306161,0.219306161,0.219306161,0.219306161
M71,Construction,TRUE,M71,2010,BG,0.001823944,ConstructionC25TRUE,C25,0.001823944,0.001823944,0.001823944,0.001823944
N81,Construction,TRUE,N81,2010,BG,0.002417614,ConstructionC25TRUE,C25,0.002417614,0.002417614,0.002417614,0.002417614
C31,Construction,TRUE,C31,2010,BG,0.00284306,ConstructionC25TRUE,C25,0.00284306,0.00284306,0.00284306,0.00284306
F41,Construction,TRUE,F41,2011,BG,0.102657774,ConstructionC25TRUE,C25,0.102657774,0.102657774,0.102657774,0.102657774
F42,Construction,TRUE,F42,2011,BG,0.052572109,ConstructionC25TRUE,C25,0.052572109,0.052572109,0.052572109,0.052572109
F43,Construction,TRUE,F43,2011,BG,0.21486998,ConstructionC25TRUE,C25,0.21486998,0.21486998,0.21486998,0.21486998
M71,Construction,TRUE,M71,2011,BG,0.002032109,ConstructionC25TRUE,C25,0.002032109,0.002032109,0.002032109,0.002032109
N81,Construction,TRUE,N81,2011,BG,0.002387414,ConstructionC25TRUE,C25,0.002387414,0.002387414,0.002387414,0.002387414
C31,Construction,TRUE,C31,2011,BG,0.00308489,ConstructionC25TRUE,C25,0.00308489,0.00308489,0.00308489,0.00308489
F41,Construction,TRUE,F41,2012,BG,0.098886291,ConstructionC25TRUE,C25,0.098886291,0.098886291,0.098886291,0.098886291
F42,Construction,TRUE,F42,2012,BG,0.053554345,ConstructionC25TRUE,C25,0.053554345,0.053554345,0.053554345,0.053554345
F43,Construction,TRUE,F43,2012,BG,0.223624074,ConstructionC25TRUE,C25,0.223624074,0.223624074,0.223624074,0.223624074
M71,Construction,TRUE,M71,2012,BG,0.00210724,ConstructionC25TRUE,C25,0.00210724,0.00210724,0.00210724,0.00210724
N81,Construction,TRUE,N81,2012,BG,0.002133261,ConstructionC25TRUE,C25,0.002133261,0.002133261,0.002133261,0.002133261
C31,Construction,TRUE,C31,2012,BG,0.003242901,ConstructionC25TRUE,C25,0.003242901,0.003242901,0.003242901,0.003242901
F41,Construction,TRUE,F41,2013,BG,0.08654754,ConstructionC25TRUE,C25,0.08654754,0.08654754,0.08654754,0.08654754
F42,Construction,TRUE,F42,2013,BG,0.051306076,ConstructionC25TRUE,C25,0.051306076,0.051306076,0.051306076,0.051306076
F43,Construction,TRUE,F43,2013,BG,0.206077063,ConstructionC25TRUE,C25,0.206077063,0.206077063,0.206077063,0.206077063
M71,Construction,TRUE,M71,2013,BG,0.001845916,ConstructionC25TRUE,C25,0.001845916,0.001845916,0.001845916,0.001845916
N81,Construction,TRUE,N81,2013,BG,0.00210338,ConstructionC25TRUE,C25,0.00210338,0.00210338,0.00210338,0.00210338
C31,Construction,TRUE,C31,2013,BG,0.003803273,ConstructionC25TRUE,C25,0.003803273,0.003803273,0.003803273,0.003803273
F41,Construction,TRUE,F41,2014,BG,0.089641913,ConstructionC25TRUE,C25,0.089641913,0.089641913,0.089641913,0.089641913
F42,Construction,TRUE,F42,2014,BG,0.056372094,ConstructionC25TRUE,C25,0.056372094,0.056372094,0.056372094,0.056372094
F43,Construction,TRUE,F43,2014,BG,0.224661317,ConstructionC25TRUE,C25,0.224661317,0.224661317,0.224661317,0.224661317
M71,Construction,TRUE,M71,2014,BG,0.00164022,ConstructionC25TRUE,C25,0.00164022,0.00164022,0.00164022,0.00164022
N81,Construction,TRUE,N81,2014,BG,0.003013735,ConstructionC25TRUE,C25,0.003013735,0.003013735,0.003013735,0.003013735
C31,Construction,TRUE,C31,2014,BG,0.003663765,ConstructionC25TRUE,C25,0.003663765,0.003663765,0.003663765,0.003663765
F41,Construction,TRUE,F41,2015,BG,0.096516517,ConstructionC25TRUE,C25,0.096516517,0.096516517,0.096516517,0.096516517
F42,Construction,TRUE,F42,2015,BG,0.058880014,ConstructionC25TRUE,C25,0.058880014,0.058880014,0.058880014,0.058880014
F43,Construction,TRUE,F43,2015,BG,0.244688394,ConstructionC25TRUE,C25,0.244688394,0.244688394,0.244688394,0.244688394
M71,Construction,TRUE,M71,2015,BG,0.001751997,ConstructionC25TRUE,C25,0.001751997,0.001751997,0.001751997,0.001751997
N81,Construction,TRUE,N81,2015,BG,0.003123318,ConstructionC25TRUE,C25,0.003123318,0.003123318,0.003123318,0.003123318
C31,Construction,TRUE,C31,2015,BG,0.002462564,ConstructionC25TRUE,C25,0.002462564,0.002462564,0.002462564,0.002462564
F41,Construction,TRUE,F41,2016,BG,0.079492039,ConstructionC25TRUE,C25,0.079492039,0.079492039,0.079492039,0.079492039
F42,Construction,TRUE,F42,2016,BG,0.04324923,ConstructionC25TRUE,C25,0.04324923,0.04324923,0.04324923,0.04324923
F43,Construction,TRUE,F43,2016,BG,0.191649167,ConstructionC25TRUE,C25,0.191649167,0.191649167,0.191649167,0.191649167
M71,Construction,TRUE,M71,2016,BG,0.001763986,ConstructionC25TRUE,C25,0.001763986,0.001763986,0.001763986,0.001763986
N81,Construction,TRUE,N81,2016,BG,0.003887623,ConstructionC25TRUE,C25,0.003887623,0.003887623,0.003887623,0.003887623
C31,Construction,TRUE,C31,2016,BG,0.00473089,ConstructionC25TRUE,C25,0.00473089,0.00473089,0.00473089,0.00473089
F41,Construction,TRUE,F41,2017,BG,0.081781837,ConstructionC25TRUE,C25,0.081781837,0.081781837,0.081781837,0.081781837
F42,Construction,TRUE,F42,2017,BG,0.047367329,ConstructionC25TRUE,C25,0.047367329,0.047367329,0.047367329,0.047367329
F43,Construction,TRUE,F43,2017,BG,0.191827891,ConstructionC25TRUE,C25,0.191827891,0.191827891,0.191827891,0.191827891
M71,Construction,TRUE,M71,2017,BG,0.001266365,ConstructionC25TRUE,C25,0.001266365,0.001266365,0.001266365,0.001266365
N81,Construction,TRUE,N81,2017,BG,0.002988516,ConstructionC25TRUE,C25,0.002988516,0.002988516,0.002988516,0.002988516
C31,Construction,TRUE,C31,2017,BG,0.003553204,ConstructionC25TRUE,C25,0.003553204,0.003553204,0.003553204,0.003553204
F41,Construction,TRUE,F41,2018,BG,0.090269325,ConstructionC25TRUE,C25,0.090269325,0.090269325,0.090269325,0.090269325
F42,Construction,TRUE,F42,2018,BG,0.048177902,ConstructionC25TRUE,C25,0.048177902,0.048177902,0.048177902,0.048177902
F43,Construction,TRUE,F43,2018,BG,0.19910756,ConstructionC25TRUE,C25,0.19910756,0.19910756,0.19910756,0.19910756
M71,Construction,TRUE,M71,2018,BG,0.001245017,ConstructionC25TRUE,C25,0.001245017,0.001245017,0.001245017,0.001245017
N81,Construction,TRUE,N81,2018,BG,0.002551638,ConstructionC25TRUE,C25,0.002551638,0.002551638,0.002551638,0.002551638
C31,Construction,TRUE,C31,2018,BG,0.003262878,ConstructionC25TRUE,C25,0.003262878,0.003262878,0.003262878,0.003262878
F41,Construction,TRUE,F41,2019,BG,0.094304108,ConstructionC25TRUE,C25,0.094304108,0.094304108,0.094304108,0.094304108
F42,Construction,TRUE,F42,2019,BG,0.050239972,ConstructionC25TRUE,C25,0.050239972,0.050239972,0.050239972,0.050239972
F43,Construction,TRUE,F43,2019,BG,0.20770072,ConstructionC25TRUE,C25,0.20770072,0.20770072,0.20770072,0.20770072
M71,Construction,TRUE,M71,2019,BG,0.001311366,ConstructionC25TRUE,C25,0.001311366,0.001311366,0.001311366,0.001311366
N81,Construction,TRUE,N81,2019,BG,0.002704102,ConstructionC25TRUE,C25,0.002704102,0.002704102,0.002704102,0.002704102
C31,Construction,TRUE,C31,2019,BG,0.003340349,ConstructionC25TRUE,C25,0.003340349,0.003340349,0.003340349,0.003340349
F41,Construction,TRUE,F41,2020,BG,0.11161639,ConstructionC25TRUE,C25,0.11161639,0.11161639,0.11161639,0.11161639
F42,Construction,TRUE,F42,2020,BG,0.065002634,ConstructionC25TRUE,C25,0.065002634,0.065002634,0.065002634,0.065002634
F43,Construction,TRUE,F43,2020,BG,0.25008886,ConstructionC25TRUE,C25,0.25008886,0.25008886,0.25008886,0.25008886
M71,Construction,TRUE,M71,2020,BG,0.001209718,ConstructionC25TRUE,C25,0.001209718,0.001209718,0.001209718,0.001209718
N81,Construction,TRUE,N81,2020,BG,0.003274164,ConstructionC25TRUE,C25,0.003274164,0.003274164,0.003274164,0.003274164
C31,Construction,TRUE,C31,2020,BG,0.003934728,ConstructionC25TRUE,C25,0.003934728,0.003934728,0.003934728,0.003934728
F41,Construction,TRUE,F41,2021,BG,0.090992508,ConstructionC25TRUE,C25,0.090992508,0.090992508,0.090992508,0.090992508
F42,Construction,TRUE,F42,2021,BG,0.053241146,ConstructionC25TRUE,C25,0.053241146,0.053241146,0.053241146,0.053241146
F43,Construction,TRUE,F43,2021,BG,0.209484011,ConstructionC25TRUE,C25,0.209484011,0.209484011,0.209484011,0.209484011
M71,Construction,TRUE,M71,2021,BG,0.001250703,ConstructionC25TRUE,C25,0.001250703,0.001250703,0.001250703,0.001250703
N81,Construction,TRUE,N81,2021,BG,0.003283982,ConstructionC25TRUE,C25,0.003283982,0.003283982,0.003283982,0.003283982
C31,Construction,TRUE,C31,2021,BG,0.004388446,ConstructionC25TRUE,C25,0.004388446,0.004388446,0.004388446,0.004388446
F41,Construction,TRUE,F41,2022,BG,0.086605329,ConstructionC25TRUE,C25,0.086605329,0.086605329,0.086605329,0.086605329
F42,Construction,TRUE,F42,2022,BG,0.047734298,ConstructionC25TRUE,C25,0.047734298,0.047734298,0.047734298,0.047734298
F43,Construction,TRUE,F43,2022,BG,0.193502047,ConstructionC25TRUE,C25,0.193502047,0.193502047,0.193502047,0.193502047
M71,Construction,TRUE,M71,2022,BG,0.001332642,ConstructionC25TRUE,C25,0.001332642,0.001332642,0.001332642,0.001332642
N81,Construction,TRUE,N81,2022,BG,0.002596578,ConstructionC25TRUE,C25,0.002596578,0.002596578,0.002596578,0.002596578
C31,Construction,TRUE,C31,2022,BG,0.001569536,ConstructionC25TRUE,C25,0.001569536,0.001569536,0.001569536,0.001569536
F41,Construction,TRUE,F41,2023,BG,0.087623584,ConstructionC25TRUE,C25,0.087623584,0.087623584,0.087623584,0.087623584
F42,Construction,TRUE,F42,2023,BG,0.051615665,ConstructionC25TRUE,C25,0.051615665,0.051615665,0.051615665,0.051615665
F43,Construction,TRUE,F43,2023,BG,0.206853156,ConstructionC25TRUE,C25,0.206853156,0.206853156,0.206853156,0.206853156
M71,Construction,TRUE,M71,2023,BG,0.001070686,ConstructionC25TRUE,C25,0.001070686,0.001070686,0.001070686,0.001070686
N81,Construction,TRUE,N81,2023,BG,0.003222848,ConstructionC25TRUE,C25,0.003222848,0.003222848,0.003222848,0.003222848
C31,Construction,TRUE,C31,2023,BG,0.003396346,ConstructionC25TRUE,C25,0.003396346,0.003396346,0.003396346,0.003396346
F41,Construction,TRUE,F41,2008,CY,0.163081221,ConstructionC25TRUE,C25,0.163081221,0.163081221,0.163081221,0.163081221
F42,Construction,TRUE,F42,2008,CY,0.085346934,ConstructionC25TRUE,C25,0.085346934,0.085346934,0.085346934,0.085346934
F43,Construction,TRUE,F43,2008,CY,0.35407594,ConstructionC25TRUE,C25,0.35407594,0.35407594,0.35407594,0.35407594
M71,Construction,TRUE,M71,2008,CY,0.000585038,ConstructionC25TRUE,C25,0.000585038,0.000585038,0.000585038,0.000585038
N81,Construction,TRUE,N81,2008,CY,8.20E-05,ConstructionC25TRUE,C25,8.20E-05,8.20E-05,8.20E-05,8.20E-05
C31,Construction,TRUE,C31,2008,CY,0.001683057,ConstructionC25TRUE,C25,0.001683057,0.001683057,0.001683057,0.001683057
F41,Construction,TRUE,F41,2009,CY,0.163858649,ConstructionC25TRUE,C25,0.163858649,0.163858649,0.163858649,0.163858649
F42,Construction,TRUE,F42,2009,CY,0.086450051,ConstructionC25TRUE,C25,0.086450051,0.086450051,0.086450051,0.086450051
F43,Construction,TRUE,F43,2009,CY,0.357766156,ConstructionC25TRUE,C25,0.357766156,0.357766156,0.357766156,0.357766156
M71,Construction,TRUE,M71,2009,CY,0.000575257,ConstructionC25TRUE,C25,0.000575257,0.000575257,0.000575257,0.000575257
N81,Construction,TRUE,N81,2009,CY,0.000195992,ConstructionC25TRUE,C25,0.000195992,0.000195992,0.000195992,0.000195992
C31,Construction,TRUE,C31,2009,CY,0.001648683,ConstructionC25TRUE,C25,0.001648683,0.001648683,0.001648683,0.001648683
F41,Construction,TRUE,F41,2010,CY,0.191735796,ConstructionC25TRUE,C25,0.191735796,0.191735796,0.191735796,0.191735796
F42,Construction,TRUE,F42,2010,CY,0.090319669,ConstructionC25TRUE,C25,0.090319669,0.090319669,0.090319669,0.090319669
F43,Construction,TRUE,F43,2010,CY,0.363723984,ConstructionC25TRUE,C25,0.363723984,0.363723984,0.363723984,0.363723984
M71,Construction,TRUE,M71,2010,CY,0.000451128,ConstructionC25TRUE,C25,0.000451128,0.000451128,0.000451128,0.000451128
N81,Construction,TRUE,N81,2010,CY,0.000277732,ConstructionC25TRUE,C25,0.000277732,0.000277732,0.000277732,0.000277732
C31,Construction,TRUE,C31,2010,CY,0.001632241,ConstructionC25TRUE,C25,0.001632241,0.001632241,0.001632241,0.001632241
F41,Construction,TRUE,F41,2011,CY,0.1750257,ConstructionC25TRUE,C25,0.1750257,0.1750257,0.1750257,0.1750257
F42,Construction,TRUE,F42,2011,CY,0.089632472,ConstructionC25TRUE,C25,0.089632472,0.089632472,0.089632472,0.089632472
F43,Construction,TRUE,F43,2011,CY,0.366341165,ConstructionC25TRUE,C25,0.366341165,0.366341165,0.366341165,0.366341165
M71,Construction,TRUE,M71,2011,CY,0.000627114,ConstructionC25TRUE,C25,0.000627114,0.000627114,0.000627114,0.000627114
N81,Construction,TRUE,N81,2011,CY,0.000336352,ConstructionC25TRUE,C25,0.000336352,0.000336352,0.000336352,0.000336352
C31,Construction,TRUE,C31,2011,CY,0.001402393,ConstructionC25TRUE,C25,0.001402393,0.001402393,0.001402393,0.001402393
F41,Construction,TRUE,F41,2012,CY,0.169027738,ConstructionC25TRUE,C25,0.169027738,0.169027738,0.169027738,0.169027738
F42,Construction,TRUE,F42,2012,CY,0.091541201,ConstructionC25TRUE,C25,0.091541201,0.091541201,0.091541201,0.091541201
F43,Construction,TRUE,F43,2012,CY,0.382243798,ConstructionC25TRUE,C25,0.382243798,0.382243798,0.382243798,0.382243798
M71,Construction,TRUE,M71,2012,CY,0.000488455,ConstructionC25TRUE,C25,0.000488455,0.000488455,0.000488455,0.000488455
N81,Construction,TRUE,N81,2012,CY,0.000451732,ConstructionC25TRUE,C25,0.000451732,0.000451732,0.000451732,0.000451732
C31,Construction,TRUE,C31,2012,CY,0.001341713,ConstructionC25TRUE,C25,0.001341713,0.001341713,0.001341713,0.001341713
F41,Construction,TRUE,F41,2013,CY,0.157337749,ConstructionC25TRUE,C25,0.157337749,0.157337749,0.157337749,0.157337749
F42,Construction,TRUE,F42,2013,CY,0.09327108,ConstructionC25TRUE,C25,0.09327108,0.09327108,0.09327108,0.09327108
F43,Construction,TRUE,F43,2013,CY,0.374634581,ConstructionC25TRUE,C25,0.374634581,0.374634581,0.374634581,0.374634581
M71,Construction,TRUE,M71,2013,CY,0.000556367,ConstructionC25TRUE,C25,0.000556367,0.000556367,0.000556367,0.000556367
N81,Construction,TRUE,N81,2013,CY,0.000640605,ConstructionC25TRUE,C25,0.000640605,0.000640605,0.000640605,0.000640605
C31,Construction,TRUE,C31,2013,CY,0.001550925,ConstructionC25TRUE,C25,0.001550925,0.001550925,0.001550925,0.001550925
F41,Construction,TRUE,F41,2014,CY,0.143578336,ConstructionC25TRUE,C25,0.143578336,0.143578336,0.143578336,0.143578336
F42,Construction,TRUE,F42,2014,CY,0.090290481,ConstructionC25TRUE,C25,0.090290481,0.090290481,0.090290481,0.090290481
F43,Construction,TRUE,F43,2014,CY,0.359837236,ConstructionC25TRUE,C25,0.359837236,0.359837236,0.359837236,0.359837236
M71,Construction,TRUE,M71,2014,CY,0.000479182,ConstructionC25TRUE,C25,0.000479182,0.000479182,0.000479182,0.000479182
N81,Construction,TRUE,N81,2014,CY,0.000800281,ConstructionC25TRUE,C25,0.000800281,0.000800281,0.000800281,0.000800281
C31,Construction,TRUE,C31,2014,CY,0.001648303,ConstructionC25TRUE,C25,0.001648303,0.001648303,0.001648303,0.001648303
F41,Construction,TRUE,F41,2015,CY,0.147985758,ConstructionC25TRUE,C25,0.147985758,0.147985758,0.147985758,0.147985758
F42,Construction,TRUE,F42,2015,CY,0.090278884,ConstructionC25TRUE,C25,0.090278884,0.090278884,0.090278884,0.090278884
F43,Construction,TRUE,F43,2015,CY,0.375173062,ConstructionC25TRUE,C25,0.375173062,0.375173062,0.375173062,0.375173062
M71,Construction,TRUE,M71,2015,CY,0.000612173,ConstructionC25TRUE,C25,0.000612173,0.000612173,0.000612173,0.000612173
N81,Construction,TRUE,N81,2015,CY,0.00113814,ConstructionC25TRUE,C25,0.00113814,0.00113814,0.00113814,0.00113814
C31,Construction,TRUE,C31,2015,CY,0.001105183,ConstructionC25TRUE,C25,0.001105183,0.001105183,0.001105183,0.001105183
F41,Construction,TRUE,F41,2016,CY,0.155187452,ConstructionC25TRUE,C25,0.155187452,0.155187452,0.155187452,0.155187452
F42,Construction,TRUE,F42,2016,CY,0.084432831,ConstructionC25TRUE,C25,0.084432831,0.084432831,0.084432831,0.084432831
F43,Construction,TRUE,F43,2016,CY,0.374144965,ConstructionC25TRUE,C25,0.374144965,0.374144965,0.374144965,0.374144965
M71,Construction,TRUE,M71,2016,CY,0.00066556,ConstructionC25TRUE,C25,0.00066556,0.00066556,0.00066556,0.00066556
N81,Construction,TRUE,N81,2016,CY,0.001220801,ConstructionC25TRUE,C25,0.001220801,0.001220801,0.001220801,0.001220801
C31,Construction,TRUE,C31,2016,CY,0.001803788,ConstructionC25TRUE,C25,0.001803788,0.001803788,0.001803788,0.001803788
F41,Construction,TRUE,F41,2017,CY,0.161415205,ConstructionC25TRUE,C25,0.161415205,0.161415205,0.161415205,0.161415205
F42,Construction,TRUE,F42,2017,CY,0.093490283,ConstructionC25TRUE,C25,0.093490283,0.093490283,0.093490283,0.093490283
F43,Construction,TRUE,F43,2017,CY,0.378616324,ConstructionC25TRUE,C25,0.378616324,0.378616324,0.378616324,0.378616324
M71,Construction,TRUE,M71,2017,CY,0.000518053,ConstructionC25TRUE,C25,0.000518053,0.000518053,0.000518053,0.000518053
N81,Construction,TRUE,N81,2017,CY,0.000964671,ConstructionC25TRUE,C25,0.000964671,0.000964671,0.000964671,0.000964671
C31,Construction,TRUE,C31,2017,CY,0.001603891,ConstructionC25TRUE,C25,0.001603891,0.001603891,0.001603891,0.001603891
F41,Construction,TRUE,F41,2018,CY,0.178061424,ConstructionC25TRUE,C25,0.178061424,0.178061424,0.178061424,0.178061424
F42,Construction,TRUE,F42,2018,CY,0.095033677,ConstructionC25TRUE,C25,0.095033677,0.095033677,0.095033677,0.095033677
F43,Construction,TRUE,F43,2018,CY,0.392751086,ConstructionC25TRUE,C25,0.392751086,0.392751086,0.392751086,0.392751086
M71,Construction,TRUE,M71,2018,CY,0.000480636,ConstructionC25TRUE,C25,0.000480636,0.000480636,0.000480636,0.000480636
N81,Construction,TRUE,N81,2018,CY,0.001143688,ConstructionC25TRUE,C25,0.001143688,0.001143688,0.001143688,0.001143688
C31,Construction,TRUE,C31,2018,CY,0.001417622,ConstructionC25TRUE,C25,0.001417622,0.001417622,0.001417622,0.001417622
F41,Construction,TRUE,F41,2019,CY,0.185042332,ConstructionC25TRUE,C25,0.185042332,0.185042332,0.185042332,0.185042332
F42,Construction,TRUE,F42,2019,CY,0.09858024,ConstructionC25TRUE,C25,0.09858024,0.09858024,0.09858024,0.09858024
F43,Construction,TRUE,F43,2019,CY,0.407547736,ConstructionC25TRUE,C25,0.407547736,0.407547736,0.407547736,0.407547736
M71,Construction,TRUE,M71,2019,CY,0.000384102,ConstructionC25TRUE,C25,0.000384102,0.000384102,0.000384102,0.000384102
N81,Construction,TRUE,N81,2019,CY,0.001291617,ConstructionC25TRUE,C25,0.001291617,0.001291617,0.001291617,0.001291617
C31,Construction,TRUE,C31,2019,CY,0.001335285,ConstructionC25TRUE,C25,0.001335285,0.001335285,0.001335285,0.001335285
F41,Construction,TRUE,F41,2020,CY,0.183297676,ConstructionC25TRUE,C25,0.183297676,0.183297676,0.183297676,0.183297676
F42,Construction,TRUE,F42,2020,CY,0.106748047,ConstructionC25TRUE,C25,0.106748047,0.106748047,0.106748047,0.106748047
F43,Construction,TRUE,F43,2020,CY,0.410698705,ConstructionC25TRUE,C25,0.410698705,0.410698705,0.410698705,0.410698705
M71,Construction,TRUE,M71,2020,CY,0.000441481,ConstructionC25TRUE,C25,0.000441481,0.000441481,0.000441481,0.000441481
N81,Construction,TRUE,N81,2020,CY,0.001334865,ConstructionC25TRUE,C25,0.001334865,0.001334865,0.001334865,0.001334865
C31,Construction,TRUE,C31,2020,CY,0.001365512,ConstructionC25TRUE,C25,0.001365512,0.001365512,0.001365512,0.001365512
F41,Construction,TRUE,F41,2021,CY,0.174833319,ConstructionC25TRUE,C25,0.174833319,0.174833319,0.174833319,0.174833319
F42,Construction,TRUE,F42,2021,CY,0.102297722,ConstructionC25TRUE,C25,0.102297722,0.102297722,0.102297722,0.102297722
F43,Construction,TRUE,F43,2021,CY,0.402503302,ConstructionC25TRUE,C25,0.402503302,0.402503302,0.402503302,0.402503302
M71,Construction,TRUE,M71,2021,CY,0.000446073,ConstructionC25TRUE,C25,0.000446073,0.000446073,0.000446073,0.000446073
N81,Construction,TRUE,N81,2021,CY,0.001845415,ConstructionC25TRUE,C25,0.001845415,0.001845415,0.001845415,0.001845415
C31,Construction,TRUE,C31,2021,CY,0.001524424,ConstructionC25TRUE,C25,0.001524424,0.001524424,0.001524424,0.001524424
F41,Construction,TRUE,F41,2022,CY,0.178379913,ConstructionC25TRUE,C25,0.178379913,0.178379913,0.178379913,0.178379913
F42,Construction,TRUE,F42,2022,CY,0.098317738,ConstructionC25TRUE,C25,0.098317738,0.098317738,0.098317738,0.098317738
F43,Construction,TRUE,F43,2022,CY,0.398553748,ConstructionC25TRUE,C25,0.398553748,0.398553748,0.398553748,0.398553748
M71,Construction,TRUE,M71,2022,CY,0.000437958,ConstructionC25TRUE,C25,0.000437958,0.000437958,0.000437958,0.000437958
N81,Construction,TRUE,N81,2022,CY,0.001479543,ConstructionC25TRUE,C25,0.001479543,0.001479543,0.001479543,0.001479543
C31,Construction,TRUE,C31,2022,CY,0.000573618,ConstructionC25TRUE,C25,0.000573618,0.000573618,0.000573618,0.000573618
F41,Construction,TRUE,F41,2023,CY,0.174742643,ConstructionC25TRUE,C25,0.174742643,0.174742643,0.174742643,0.174742643
F42,Construction,TRUE,F42,2023,CY,0.101893691,ConstructionC25TRUE,C25,0.101893691,0.101893691,0.101893691,0.101893691
F43,Construction,TRUE,F43,2023,CY,0.409429181,ConstructionC25TRUE,C25,0.409429181,0.409429181,0.409429181,0.409429181
M71,Construction,TRUE,M71,2023,CY,0.000438324,ConstructionC25TRUE,C25,0.000438324,0.000438324,0.000438324,0.000438324
